,0,1,2
79,Dana it all has to do with politics Feinstein her number one goal is gun control. Just look at California track record he’s going to get confirmed.,0,0
80,Hopefully he is a Titan sooner than later :),0,0
81,Wow you are to sweet,0,0
82,Aww... he is such a busy monster.,1,0
83,I'm astounded that conservatives hold her up as some kind of intellectual. What a failure.,0,0
84,2.7 bilion euros would buy a lot of hospitals. Another triumph for the and their brilliant Brexit team URL,0,0
85,Drama queen. WalkAway,0,0
86,Trump chips away at liberal U.S. appeals court majorities URL MAGA for sure Fill with Constitutional Conservatives!!!,0,0
87,American liberals will eat their own young to maintain power. Everyone is a racist a rapist a fascist keep everyone addicted to social programs don’t teach them to fend keep them addicted to government don’t let them think for themselves dems will keep black n Hispanics chained,1,0
88,Lol every gf and ein track. Whole ass album pahh,1,0
89,In a heartbeat MAGA KAG Absolutely! URL,0,0
90,wow love the spray,0,0
91,you are alienating your supporters disgusted URL,0,0
92,Great and I’m certainly anti fascist but the group antifa is the most fascist and violent groups in America in case you hadn’t noticed and associated with the largest hate group in America the democratic party,1,0
93,What an “actor” Joe Biden is....and that’s alll he is!!! A “FAKE” phony actor!! Get off of the stage Joe...your time has come &amp; gone!!! We “Dregs of Society” could care less about what you preach!!!,1,0
94,‍ that would be silly.,1,0
95,both of you are going to have to take several seats when it comes to Kyle,0,0
96,You are so good at drawing,0,0
97,A bitch just be minding her business,1,0
98,There she is... URL,0,0
99,MalcolmX on Liberals..............................wise man! URL,0,0
100,She hardly tweets unless its to give a shoutout to getup or antifa it seems.,0,0
101,I hear he is having an MEI on his knee due to the pressure exerted. Lol,0,0
102,**Available Position** Teacher - Special Education Mild/Moderate If you are interested/qualified apply at the link below: URL URL,0,0
103,He’s a dumb ass!,1,0
104,Creepy old pedo desperately trying to be relevant. Just an old guy from the old world which Trump has shattered.,1,0
105,Liberals are using a sexual assault claim as a political tool. Let that sink in.,1,0
106,Have not spent one dime on NFL. NO TICKETS. NO MERCHANDISE. NO TV TIME. My Football Day is Saturday. College Gameday is incredible,0,0
107,"You are full of shit Sweetie""""",1,0
108,They won’t be the last. Ford supports them and Levi’s has come out for gun control. Corporate America is going to take our country back.,0,0
109,Liberals support this I thought.,0,0
110,Fuck the wall. More American white or black men kill way more than any immigrant. Gun control would help way more.,1,0
111,OH MY GOD,0,0
112,who held majority in the house and senate and who still does? Obama said himself that elections have consequences might want to thank Harry Reid and every senator that voted to end filibuster,0,0
113,she is really putting one the act she has been in a Hotel and have money to eat and also go to museum and her home is ok,0,0
114,I am sorry but I did not hear why you were there,0,0
115,She is 4 yrs old.,0,0
116,I am suggesting ways for our Climate Barbie to lead by example. Something liberals don't know how to do. 5 ethic code violations will prove that.,0,0
117,Energy Independence...it's here! Thank you !!!,0,0
118,I hate him im so fucking sorry,1,0
119,I think you made those liberals upset,0,0
120,We love you baby MAGA,0,0
121,That’s hilarious! Try again. It’s the liberals and their media lackeys that have done just that.,0,0
122,Only people that own guns get a say on what to do about gun control.,1,0
123,God never worry’s for he is powerful,0,0
124,Prayers You are missed.,0,0
125,So many conservatives are just as bad as liberals.,0,0
126,already my ass i had so many fucking shots tonight,1,0
127,Really you should read what Blake said. You are just another man completely missing the point,0,0
128,Stop,0,0
129,And people still think this administration is the greatest since sliced bread. Ridiculous.,1,0
130,She took a polygraph to prove something to her husband. I think they were in counseling because she is frigid with her husband and he wants to know why. So she made up a cockamamy story as a coverup for her current lesbian affair.,0,0
131,Ironic (or worse) that anti- 2nd Amendment legislators want an activist judiciary to verify gun control but same law makers are anti COS,0,0
132,Somehow I doubt that statistic you just made up in your head. URL,1,0
133,Is the vulgar Antifa creep TRYING to look like a woman..or is it that he just can't HELP IT?,1,0
134,... ammunition is in many states easier to buy than cold medicine...' California Tries New Tack on Gun Violence: Bullet Control URL,0,0
135,I think it is a safe bet that Donald is clueless on everything because he is ignorant &amp; lies so much. Ivanka knows everything &amp; will flip on all of them to save her treasonous ass.,1,0
136,I saw that this morning..I hope she is doing ok. Bless her heart. Thank you!,0,0
137,&gt;New People's Army from the Philippines is being helped by Antifa in the USA and vice versa I suggest you send this to the Philippine government contingent. They need to know about this!,0,0
138,sitting here thinking he has a killer porn stache,1,0
139,TRUMP TRUMP TRUMP MAGA!,0,0
140,Cam always finds a way to get the job done. Whether he throws for 130 yards or 330 yards. That’s why he’s as good as he is and that’s why he’s a franchise QB. He’s made chicken salad out of chicken poop on numerous occasions,0,0
141,Would our country be able to keep its law enforcement officers safer (who are trying to keep our families safe) if gun control laws were not subject to the limitations of the 2nd Amendment? alpolitics,0,0
142,‍ if he is gay oh well he be havin mfs HOT! Lol I like how he plays,0,0
143,This is not surprising. They're conservatives and they generally lack empathy for people who aren't them.,0,0
144,"Anti-Trump Activists Want DC Trump Hotel’s Liquor License Revoked"" URL TCOT MAGA RedNationRising""",0,0
145,The problem is Trump is playing the Dems against the Repubs and he is neither. Trump is an authoritarian. To Trump there is no leaning. His goal is to conjure up hate. He has been part of America’s under belly his whole life and brought it to the WH.,1,0
146,Way to go David I love it when someone can send the liberals into a tessyfiy in the morning. Keep up the fight.,1,0
147,Bottom line is and should be to all is that the accusation is from 35+ yrs ago when they were minors. The judge has 60 HS students of his saying No Way! Judge managed to keep impeccable lifestyle as an adult. Accuser is a hardcore left activist (Soros antifa type who has a 2grd,0,0
148,45 said Florence is big and wet. I fear she is about to get grabbed by the president.,0,0
149,Irish Bad Bitch,1,0
150,Got all of u- please follow back,0,0
151,Bet Ford is a part of antifa and the Berkeley gang,1,0
152,Remember when for decades conservatives yelled at liberals and progressives for being moral relativists (they weren't)? That was fun.,0,0
153,When some one is defaulter and you are FM... Ideally what should a FM must say when he meet dafauler,0,0
154,This has already been rejected as you well know. This is another time wasting exercise,0,0
155,is unstoppable! This QB can’t be this good can he? Have to feel for He needs to transfer. Can’t help but have a funny feeling he is going to save Bama at some point this year. Never know.,0,0
156,Good day Sir. How are you doing? How is your family doing? I have always wanted to reach out to you to say that you are a perfect gentleman. I am glad you have ignored most of the mud slinging targeted at your person by the presidency.,0,0
157,(I'm late but neverthelesssss) HAPPY BIRTHDAY CEL! HOPE U HAD A GREAT DAY AND CONTINUE BEING THE PERSON YOU ARE! all the love ♡♡♡,0,0
158,You are so right!,0,0
159,GD I thought he lost his voice?,0,0
160,I understand how regulations work. Do you understand government can’t control everything. Do you understand most of those regulations stopped business growth. Trump isn’t Politically correct i get that. But he is doing what’s right for America.,0,0
161,You are probably the best politician I’ve heard in a long while...wish you were in Illinois!,0,0
162,Lmao I have it too. Shitty quality but I don’t mind it either. The lowlands one sounds better,1,0
163,"Ask Cruz why he blames tofu eating liberals"" for the influx of money into Texas after Houston just held a conference to woo investors from China in May. Texans must learn where that money is coming from and the reasons for the odd insults. URL transparency""",0,0
164,Googlers are weird fear mongers MAGA,0,0
165,TWO YEARS TO HAND HER HOMEWORK IN......AND ITS STILL LAST MINUTE AND UNPREPARED. PARTY OF BUSINESS CANT EVEN COBBLE A CONTRACT PROPOSAL TOGETHER IN 24 MONTHS. WOULD NEVER SURVIVE IN A REAL WORLD BUSINESS.,0,0
166,Even her brother thinks she is a monster: URL,1,0
167,He is a meme repeater URL,1,0
168,I’m really not on any side of this mess but all day people were siding with Cardi talking bout Nicki and do shit. Jsjdhkdfhjfkfkhsjdhd MESSSSSSS!!,1,0
169,Typical antifa type and he’s not worth anyone’s time.,0,0
170,Noticed she’s a blonde. Fits the Conservative mold. I don’t know why Conservatives are obsessed with blonde hair and Internet addiction.,0,0
171,RedWaveRising2018. A Texas gun control platform? Someone drank Koolaide in concentrate.?! URL,0,0
172,She is my favorite person,0,0
173,Sloppy and pathetic.,0,0
174,You voted to trigger Article 50. You are complicit.,1,0
175,Bullets are cheaper.,0,0
176,How much you want to bet they spent these months staging this whole thing. Then announce the week of the voting so they could call for a delay just like they did an hour ago. Waiting to win in Nov to Stop it GET OUT TO VOTE conservatives MAGA,0,0
177,By screaming at the officials or by throwing her racket? I'm confused.,0,0
178,Doesn’t compute!,0,0
179,Same with the conservatives,0,0
180,4 UK/US DEEPSTATE NUKES INTERCEPTED HEADING FOR US CITIES. skynews skypapers bbcdp lbc lbclive talkradio altnews brexit remain london cityoflondon news breakingnews uknews labour tories trump toryparty ukip conservatives christians qanon,0,0
181,Strange how Gun Control never works Criminals will never obey laws I am my own FirstResponder URL,0,0
182,Oh my god. They’re so fucking cute.,1,0
183,She is a property owner. You and your son could be - well - *[insert feared group name here]*! paranoia atomisation,0,0
184,She is the most clueless defence minister ever only rivaled by anthony,0,0
185,it all adds up she was bought,0,0
186,Isn’t this from the Saul Alinsky book RulesforRadicals or favorite book Antifa Handbook,0,0
187,Hopefully he is gone soon. We have glorious beings for you to meet. URL,0,0
188,If the LEFT would just stop the politics of distraction he will keep more promises MAGA,0,0
189,"stcshooting To the kneejerk people crying for gun control"" after this shooting. We already HAVE very restrictive gun control. You just want a ban. It's a pity no one has politely explained to these criminals that they are supposed to obey the law.""",1,0
190,What so democraps can do this to someone else? It's nothing but a smear campaign. Liberals just aren't honest enough to admit it.,0,0
191,"This is not the will of the people, since you did not ever mention your intention during your campaign except the vague reduce the size of government"" which we al interpreted as provincial government. You can bet your ass we are not going to forget this""",0,0
192,Well now he is cut!,0,0
193,Crazy Maxine is either huffing spray paint or smoking crack. MAGA,0,0
194,You are way too generous,0,0
195,Lol you are being mean.,1,0
196,It is all okay with the liberals if it furthers their agenda. They have no core.,0,0
197,Followed all! Please follow back! MAGA KAG RedWaveRising ConfirmKavanaugh WalkAway follo4follo TrumpTrain,0,0
198,Conservatives historically go by the constitution . Part of the reason for the name . The libs like to make to make it up as we progess(ive),0,0
199,Already pacing you side by side Sir! I think she woke up after the election thinking she could now retire only to be the second biggest loser. She is holding off for hope in the mid-terms and will quit once that one vaporizes like a fart in a hurricane.,1,0
200,I am the ANTIFA Super Soldier,0,0
201,It's hard to kill a killer. Ya know? Read the book. URL,0,0
202,He won’t! He’ll do just like Mitch McConnell and never mention the good that has accomplished.,0,0
203,He's a crook TrumpTime URL,1,0
204,All this talk about Trump's dick allegedly looking like Toad from MarioKart This is the only thing that has been accomplished. Only now the libs are picturing a 70 year old man naked. MAGA URL,1,0
205,Can Connecticut get a date if around the Fairfield county *cough BRIDGEPORT cough*. It will be hard to go to New York if people got school,0,0
206,He is delusional.,0,0
207,* Christian Kabasele reveals the secrets behind Watford's perfect start to the Premier League season : Beans are banned at Watford's training ground so Christian Kabasele spills the avocado and quinoa. He is is intelligent.. . URL URL,0,0
208,.... He is so stunning URL,0,0
209,Those are some lucky people on Tulsa! :) Saw this and needed to share with a fellow fan of Levi's jeans. Yet another reason to love our Levi's! URL,0,0
210,I just read that whole thread and that guys thinks he is a boxing media social media sure have mess up some ppls head,1,0
211,Denial is a common defense by liberals. He worked for fusion and with fusion. And Michelle is a tranny I know you don’t like that but it’s true. You can always deny like Obama but the truth explodes out. I pity u for believing the Dems like this how sad. Go find a safe place.,0,0
212,that entire article is a piece of trash. that precinct is full of dumbfuck pigs.,1,0
213,Nanos Poll .........Liberals 41.1 Conservatives 31.4 These numbers should be reversed after all the Trudeau boondoggles. You are destiny is continued opposition.,0,0
214,But mostly just Antifa getting killed.,0,0
215,He will blame it on the fact that he is Hispanic of course.,1,0
216,People who floor cross are opportunistic a-holes that deserve all the backlash they are getting. She should have sat as an independent then joined the conservatives and ran for her spot against other conservative candidates. Just think how you would feel if you won that role.,0,0
217,Hope they bankrupt soon,1,0
218,It is all about bs Think there any more idiot tham the liberals.,1,0
219,We need Gun Control Now. We have had too many mass shootings in this country. Thank you President Clinton for leading the way in this. It's great to have real leadership,0,0
220,All you need to know about the importance of the midterms,0,0
221,I am stunned that you are giving this guy airtime. Stunned.,0,0
222,21 things that make Australia a way better country than the US and I don’t even mention gun control URL URL,0,0
223,HE IS THE BEST,0,0
224,And what about s accuser? Or s accuserS? Or do you only believe those that accuse conservatives? Just another elitist Hollywood hypocrite,0,0
225,Do it with quran and then we will see how much atheist and brave she is... hindus figured it out that this type of attention grabbing big boss wanna be people are not worth it... Go live in your 2 minutes Prime Time covered life ... Lord krishna and his followers don't care,1,0
226,From your lips to God’s ears Antonio. I will do my part. Let’s hope all Conservatives do their part. And stay vigilant at the polls. Dems are desperate. There WILL be fraud.,1,0
227,At least we now know why she is called princess toadstool,1,0
228,Cute,0,0
229,This is why I have so little time for liberals and Democrats. Rather than allow democratic process they will deliberately attempt to subvert it to get what they want. Why should anyone believe the claims against Kavanaugh in the face of this. URL,0,0
230,Manafort has been on K street for a long time. He knows things. Deep dark things. I agree. He is gonna burn some folk. Mueller already knows who he wants. Manafort is gonna give them up.,1,0
231,And no one in their infinite wisdom couldn't predict this? Please!,0,0
232,Ron DeSantis' cheesy ass MAGA commercials were cringeworthy.,0,0
233,You are look so damn beautiful in that outfit.,0,0
234,have become the party of “the Sky is falling” and “we are all going to die”. What a sad bunch.,1,0
235,Here's a link to my channel with a plethora of topics to peruse: URL,0,0
236,"Same paint ball range they used for the antifa vs Proudboy"" match last year""",0,0
237,Dont be that guy. Whoops. Too late. You are that guy. Unfollowed...,0,0
238,"If anything, wouldn't that be a State Law? He's running for Federal Office. thinks Texans are morons...about this and illegally claiming to be a government office and sending out summons"" for money. maga Texans""",1,0
239,5.10am Still a crowd at Queens Park protesting the conservatives middle of the night power grab. Shame on the conservatives! What kind of party creates chaos during an election? Rather than working with their citizens to create a healthy economy? ONpoli,1,0
240,Your side has AntiFa. You into them? Like violence?,0,0
241,Joe Scarborough still hasn't answered for the young woman that was found dead on his office. He is s lying chickenshit.,1,0
242,He's a liar,1,0
243,But you are Dreg of society!!,0,0
244,Can't do that. BLM and Antifa morons will start looting,0,0
245,Hope they're brushed up on their very large negative numbers!,1,0
246,Not one of these “journalists” mentioned the arrest of the corrupt mayor yesterday. I guess they were busy not getting blown away in the wind,1,0
247,I love you Eric...You are such a good person with a great sense of humor! Haven was my favorite!!,0,0
248,Are you serious. Man you’re an idiot! He is the most hateful scum on earth.,1,0
249,Just imagine if the two million spent on the security for the next royal wedding were allocated elsewhere,0,0
250,Empty headed Ginger Hammer,0,0
251,I heard ur cock was big and lonely,1,0
252,Culture vs Race in America race trumps culture. Hence President Obama and Tiger are black because of how they appear. Osaka cultural identifies as Japanese therefore she is Japanese. If she stay in America she’ll become black-Japanese because in America we identify people be race,0,0
253,Hopefully this kind of outrageous behavior will motivate Senator Collins to vote FOR the appointment of Judge Kavanaugh. Disgraceful libtards.,0,0
254,Did you want or need a job Maga MAGARallyRules MAGA2020 TrumpSupporters WomenForTrump URL,0,0
255,Andy. Like ur reflex use of cliches n slogans. U must practice a lot. Have u thort of writing for a greeting card company?,0,0
256,Also I do not support antifa in any way. Using violence or intimidation for a political message is the definition of terrorism. Regardless of someone’s beliefs you should not incite violence on people over the belief and they should not do so over you.,0,0
257,I agree. There are obese people trying to change the way they are. Good luck to them. Not lazy. Tess_Holliday is doing the opposite. She is actively promoting that its good and beautiful to be obese. Its not. And its down to being lazy and greedy. Simple science,1,0
258,Police your own first right? You see it as unfortunate he is saying these things in public but others see it even more unfortunate that she says the things she says in public. She is an extremely public figure and he is using a similar platform.,1,0
259,"I hope you're also spending energy focusing on antifa and the endless attacks on conservative citizens, cops, journalists, their destruction of property and the strange phenominon of journalists"" ignoring them? Just kidding. Not like you're a real journalist/documentarian.""",0,0
260,"Eg, ANTIFA holding the position that police are racist or should be killed. Generalizations such as those are what I'd call attacking law enforcement."" ""Attacking the cancer in the body"" is not the same as ""attacking the body"" even if it's systemic.""",1,0
261,you don't put this much thought into antifa goons ripping downtown seattle apart every holiday,1,0
262,Why??? He did Absolutely Nothing wrong. He is the victim and she is the perpetrator!!!,0,0
263,And the United States is 94th in murder rate. Thanks for proving that gun control is useless except for authoritarians.,0,0
264,Socialism and more gun control NO THANKS!,0,0
265,Why? Chairman of Young Conservatives whilst at Oxford.,0,0
266,Political hit job. What a slap in the face to all the women that were really abused. You liberals know this is a hit. Your leader told you to lie and do whatever you have to do to regain power. Pathetic,1,0
267,you say “high-value men” like that’s a real thing that exists &amp; not a made-up lie you told yourself to distract from the fact your mother never loved you &amp; your penis is microscopic,1,0
268,Enjoy them before those liberals take them white boys down for being white !,0,0
269,So fuckinggg cute,1,0
270,Why shouldn’t we be surprised when someone who promotes ANTIFA violence in public is suddenly accused of violence/domestic violence etc?!!?,0,0
271,It’s either they lookin for shit for somebody else or they creeps,1,0
272,YES BITCH,1,0
273,FOLLOW THE MONEY,0,0
274,Of course Anthony,0,0
275,well do some research and dairy and gluten allergies are major problems with mental health from anxiety and depression to bi polar and schizophrenia.. Its a tough diet but if you are sick of feeling like you are its way worth it,0,0
276,Guess who is really perpetuating all this garbage?? LIBERALS,1,0
277,If you look it up it will tell you how they did the study he is right,0,0
278,"She is now going to the neurorealist crowd to complain that she just wants to be inclusive and that the ND community is attacking her for being white"".""",0,0
279,"Just imagine the divorce case if she hadn't murdered him. Your honor, I would like to introduce into evidence the book wherein she details how she is planning to kill me ...""""",0,0
280,He is right though... you do have a whiff,1,0
281,So if Paul Golding turned up for a job at the BBC you'd let him work for them?,1,0
282,WHAT I SAY ABOUT BEING A LITTLE PUSSY AND SAYING SHIT BEHIND PEOPLE'S BACK,1,0
283,Cats are just special dogs,0,0
284,I am not running off so to speak. It’s just how it works. You are all healed. My job is done. It is the way of our world. They are expecting me back. ~ sighs and takes a deep breath before straightening out the non existent wrinkle in my shirt~,0,0
285,Perhaps she is promised position or money?,0,0
286,W had empathy and regrets. He may have been a bad/ineffective president but he is way more presidential than trump could ever hope to be,1,0
287,Sorry you are having issues. Please send an email to feedback with a description of your issue and the email address associated with your account. Thanks.,0,0
288,Banned the NFL,0,0
289,An accusation is not an ambush. The fact that you call it one demonstrates a sickness in your heart and a sickness of today's conservatives.,0,0
290,Flake I lost 17 guys lost let the guy do his job and think of the people instead of your non existent career,0,0
291,I 100% AGREE. The Republicans MUST NOT allow this individual to DICTATE RULES and put the country on HOLD. EF HER!!!! ThursdayMotivation WalkAway MAGA Pussyhats,0,0
292,That's not Southern California. It is considered Central California. Great how our gun control laws work here isn't it?,0,0
293,I don't even understand what you are saying. Wow.,0,0
294,He needs euthanasia,0,0
295,You are my favorite bot ily,0,0
296,“Cause you are taller than me and I always get excited to see you.”,0,0
297,you should probably start reading your Bible hun.,0,0
298,soulmate/ life partner yes ma’am she is!!,0,0
299,"If Isaac is 6'7 now how fucking tall is that guy behind you my dude""",1,0
300,So conservatives freak out about coffee cups people kneeling for social injustice Nike shoes Etc I think it's the conservative that needs safe spaces,0,0
301,"These gun control scientists"" are a disgrace. They should have their license to publish revoked. """,1,0
302,she is hungery,1,0
303,You are abhorrent,1,0
304,Yes he is,0,0
305,We all know Liberals' poll is completely a BS.,0,0
306,//xD Well the suffering she goes through and all the terrible shit she sees ends up making her pretty insane (I think you already seen that from certain things I posted XD) but hey at least she's only insane to bad guys!,1,0
307,The fuck!,1,0
308,And let's not forget that the democrats were the ones who wanted to keep slavery alive,0,0
309,What’s shocked me is that they consider themselves seculars !!!! Liberals !!! Those kind of yoga vegan freaks ! But when it’s about occupation they shift to something els ! URL,0,0
310,Conservatives have no class. How is Andy the failed insurance huckster doing these days? URL,0,0
311,she is a Private URL,0,0
312,"Why the world shouldn’t expect America to go back to ‘normal’ after Trump"" URL TCOT MAGA RedNationRising""",0,0
313,Civilians Also I'll admit its hard sometimes when helping Grok 24-7 lol I've been called names I didn't even know existed Example Antifa Grannies Brokeback Valor (WTH is that) Grok Girl Friend (Yep No Shit) Things Frauds will say Thank You Grok (Brother),0,0
314,Levi-StraussDoublesDown on Gun Control Push URL URL,0,0
315,Is it bad that i like Quetsiyah. And thought Amara and Silas deserved it?,0,0
316,First Amendment,0,0
317,Pumped you are back playing. Go win you a ring. Favorite player- BP4-REDS. GO RED SOX 0,0,0
318,America is better than swamp crud like YOU!,1,0
319,5 of 5 stars to You Are a Badass by Jen Sincero URL,0,0
320,Which blood if you like baff in the blood you dun see am. Breez and nips is that you are looking ehen that one you just looked at nao ehen,0,0
321,"Abortion has always been available to those with the money to take care of the problem."" A matter of conscience only seems to matter when convenient for GotOurPiece Party: A conscience clearly absent when it comes to gun control.""",0,0
322,Umm she is a reporter asking a question. The Senator is acting like a baby. Is this really what adults act like? Shame on you CBS. Shame.,1,0
323,is not a difficult woman she is a far left leaning bitch. She has no place in unbiased commentary on any platform. Get rid of her.,1,0
324,Hope he is feeling much better!!!,0,0
325,Thats is not what i was saying.. read my other tweet to you. I never said that.. you sir are putting words in my mouth! liberals really are just assholes.. cant have a civil discussion!,1,0
326,Kyle long is fine. I bet he is just getting rest. Please at Brown over Sims.,0,0
327,I do i do buh if u really know me you would know Khabib is my guyyyy. He is gonna make him humble,0,0
328,That's a strange question to ask me because of course I love my sister!! I'm her big brother! I'm there to make sure she is safe and alive!,0,0
329,Levi’s just came out in support of student gun control activists. Now the Trumpers will be burning their jeans as well as their sneakers!,1,0
330,My brother works at boost he said he hasn’t heard anything,0,0
331,Why did the NDP and Liberals not give Doug Ford a standing ovation? Cause it was “not-worth-standing”,0,0
332,Pre-existing clause is still there. That’s the one good thing about ACA. The only ones I hear talking about taking it away is the liberals. It’s a scare tactic IMO.,0,0
333,"I am trying to make a point. Many people who hate the liberal and ndp party are conservatives. And all conservatives care about is money. They don't have to ruin the environment and discriminate against others because of money""""",0,0
334,"Principled conservatives"" are a rogues gallery of NeverTrumpers who were not at all uncomfortable with the idea of HRC winning the 2016 presidential election. In fact, some of them voted for her.""",0,0
335,"BBC stop with your blatant and biassed backing of the Conservatives. Theresa May didn't hit back she was out on her feet and her responses were scripted, robotic to say the least. She is the worst"" leader along with the worst government the country has ever had.""",1,0
