,0,1,2
49,1st of all who trust the FBI to do a polygraph?I don't! She can pass it if she's a habitual liar.They have no fear or caring about what or who they lie about. She's probably a closet ANTIFA member.Insane to wait 30 yrs.If true others could have been hurt bc of her complancey.,0,0
50,Thanks God! maga URL,0,0
51,Where does Mrs May get her 'cunning plans' from? URL,0,0
52,Yes he is and it's giving a Good View,0,0
53,An obvious last minute liberal ploy to delay confirmation. More dirty tricks since the liberals lost the previous election.,0,0
54,Great sis URL,0,0
55,Dana it all has to do with politics Feinstein her number one goal is gun control. Just look at California track record he’s going to get confirmed.,0,0
56,Hopefully he is a Titan sooner than later :),0,0
57,Wow you are to sweet,0,0
58,I'm astounded that conservatives hold her up as some kind of intellectual. What a failure.,0,0
59,2.7 bilion euros would buy a lot of hospitals. Another triumph for the and their brilliant Brexit team URL,0,0
60,Drama queen. WalkAway,0,0
61,Trump chips away at liberal U.S. appeals court majorities URL MAGA for sure Fill with Constitutional Conservatives!!!,0,0
62,In a heartbeat MAGA KAG Absolutely! URL,0,0
63,wow love the spray,0,0
64,you are alienating your supporters disgusted URL,0,0
65,both of you are going to have to take several seats when it comes to Kyle,0,0
66,You are so good at drawing,0,0
67,There she is... URL,0,0
68,MalcolmX on Liberals..............................wise man! URL,0,0
69,She hardly tweets unless its to give a shoutout to getup or antifa it seems.,0,0
70,I hear he is having an MEI on his knee due to the pressure exerted. Lol,0,0
71,**Available Position** Teacher - Special Education Mild/Moderate If you are interested/qualified apply at the link below: URL URL,0,0
72,Have not spent one dime on NFL. NO TICKETS. NO MERCHANDISE. NO TV TIME. My Football Day is Saturday. College Gameday is incredible,0,0
73,They won’t be the last. Ford supports them and Levi’s has come out for gun control. Corporate America is going to take our country back.,0,0
74,Liberals support this I thought.,0,0
75,OH MY GOD,0,0
76,who held majority in the house and senate and who still does? Obama said himself that elections have consequences might want to thank Harry Reid and every senator that voted to end filibuster,0,0
77,she is really putting one the act she has been in a Hotel and have money to eat and also go to museum and her home is ok,0,0
78,I am sorry but I did not hear why you were there,0,0
79,She is 4 yrs old.,0,0
80,I am suggesting ways for our Climate Barbie to lead by example. Something liberals don't know how to do. 5 ethic code violations will prove that.,0,0
81,Energy Independence...it's here! Thank you !!!,0,0
82,I think you made those liberals upset,0,0
83,We love you baby MAGA,0,0
84,That’s hilarious! Try again. It’s the liberals and their media lackeys that have done just that.,0,0
85,God never worry’s for he is powerful,0,0
86,Prayers You are missed.,0,0
87,So many conservatives are just as bad as liberals.,0,0
88,Really you should read what Blake said. You are just another man completely missing the point,0,0
89,Stop,0,0
90,She took a polygraph to prove something to her husband. I think they were in counseling because she is frigid with her husband and he wants to know why. So she made up a cockamamy story as a coverup for her current lesbian affair.,0,0
91,Ironic (or worse) that anti- 2nd Amendment legislators want an activist judiciary to verify gun control but same law makers are anti COS,0,0
92,... ammunition is in many states easier to buy than cold medicine...' California Tries New Tack on Gun Violence: Bullet Control URL,0,0
93,I saw that this morning..I hope she is doing ok. Bless her heart. Thank you!,0,0
94,&gt;New People's Army from the Philippines is being helped by Antifa in the USA and vice versa I suggest you send this to the Philippine government contingent. They need to know about this!,0,0
95,TRUMP TRUMP TRUMP MAGA!,0,0
96,Cam always finds a way to get the job done. Whether he throws for 130 yards or 330 yards. That’s why he’s as good as he is and that’s why he’s a franchise QB. He’s made chicken salad out of chicken poop on numerous occasions,0,0
97,Would our country be able to keep its law enforcement officers safer (who are trying to keep our families safe) if gun control laws were not subject to the limitations of the 2nd Amendment? alpolitics,0,0
98,‍ if he is gay oh well he be havin mfs HOT! Lol I like how he plays,0,0
99,This is not surprising. They're conservatives and they generally lack empathy for people who aren't them.,0,0
100,"Anti-Trump Activists Want DC Trump Hotel’s Liquor License Revoked"" URL TCOT MAGA RedNationRising""",0,0
101,Bottom line is and should be to all is that the accusation is from 35+ yrs ago when they were minors. The judge has 60 HS students of his saying No Way! Judge managed to keep impeccable lifestyle as an adult. Accuser is a hardcore left activist (Soros antifa type who has a 2grd,0,0
102,45 said Florence is big and wet. I fear she is about to get grabbed by the president.,0,0
103,Got all of u- please follow back,0,0
104,Remember when for decades conservatives yelled at liberals and progressives for being moral relativists (they weren't)? That was fun.,0,0
105,When some one is defaulter and you are FM... Ideally what should a FM must say when he meet dafauler,0,0
106,This has already been rejected as you well know. This is another time wasting exercise,0,0
107,is unstoppable! This QB can’t be this good can he? Have to feel for He needs to transfer. Can’t help but have a funny feeling he is going to save Bama at some point this year. Never know.,0,0
108,Good day Sir. How are you doing? How is your family doing? I have always wanted to reach out to you to say that you are a perfect gentleman. I am glad you have ignored most of the mud slinging targeted at your person by the presidency.,0,0
109,(I'm late but neverthelesssss) HAPPY BIRTHDAY CEL! HOPE U HAD A GREAT DAY AND CONTINUE BEING THE PERSON YOU ARE! all the love ♡♡♡,0,0
110,You are so right!,0,0
111,GD I thought he lost his voice?,0,0
112,I understand how regulations work. Do you understand government can’t control everything. Do you understand most of those regulations stopped business growth. Trump isn’t Politically correct i get that. But he is doing what’s right for America.,0,0
113,You are probably the best politician I’ve heard in a long while...wish you were in Illinois!,0,0
114,"Ask Cruz why he blames tofu eating liberals"" for the influx of money into Texas after Houston just held a conference to woo investors from China in May. Texans must learn where that money is coming from and the reasons for the odd insults. URL transparency""",0,0
115,Googlers are weird fear mongers MAGA,0,0
116,TWO YEARS TO HAND HER HOMEWORK IN......AND ITS STILL LAST MINUTE AND UNPREPARED. PARTY OF BUSINESS CANT EVEN COBBLE A CONTRACT PROPOSAL TOGETHER IN 24 MONTHS. WOULD NEVER SURVIVE IN A REAL WORLD BUSINESS.,0,0
117,Typical antifa type and he’s not worth anyone’s time.,0,0
118,Noticed she’s a blonde. Fits the Conservative mold. I don’t know why Conservatives are obsessed with blonde hair and Internet addiction.,0,0
119,RedWaveRising2018. A Texas gun control platform? Someone drank Koolaide in concentrate.?! URL,0,0
120,She is my favorite person,0,0
121,Sloppy and pathetic.,0,0
122,Bullets are cheaper.,0,0
123,How much you want to bet they spent these months staging this whole thing. Then announce the week of the voting so they could call for a delay just like they did an hour ago. Waiting to win in Nov to Stop it GET OUT TO VOTE conservatives MAGA,0,0
124,By screaming at the officials or by throwing her racket? I'm confused.,0,0
125,Doesn’t compute!,0,0
126,Same with the conservatives,0,0
127,4 UK/US DEEPSTATE NUKES INTERCEPTED HEADING FOR US CITIES. skynews skypapers bbcdp lbc lbclive talkradio altnews brexit remain london cityoflondon news breakingnews uknews labour tories trump toryparty ukip conservatives christians qanon,0,0
128,Strange how Gun Control never works Criminals will never obey laws I am my own FirstResponder URL,0,0
129,She is a property owner. You and your son could be - well - *[insert feared group name here]*! paranoia atomisation,0,0
130,She is the most clueless defence minister ever only rivaled by anthony,0,0
131,it all adds up she was bought,0,0
132,Isn’t this from the Saul Alinsky book RulesforRadicals or favorite book Antifa Handbook,0,0
133,Hopefully he is gone soon. We have glorious beings for you to meet. URL,0,0
134,If the LEFT would just stop the politics of distraction he will keep more promises MAGA,0,0
135,What so democraps can do this to someone else? It's nothing but a smear campaign. Liberals just aren't honest enough to admit it.,0,0
136,"This is not the will of the people, since you did not ever mention your intention during your campaign except the vague reduce the size of government"" which we al interpreted as provincial government. You can bet your ass we are not going to forget this""",0,0
137,Well now he is cut!,0,0
138,Crazy Maxine is either huffing spray paint or smoking crack. MAGA,0,0
139,You are way too generous,0,0
140,It is all okay with the liberals if it furthers their agenda. They have no core.,0,0
141,Followed all! Please follow back! MAGA KAG RedWaveRising ConfirmKavanaugh WalkAway follo4follo TrumpTrain,0,0
142,Conservatives historically go by the constitution . Part of the reason for the name . The libs like to make to make it up as we progess(ive),0,0
143,I am the ANTIFA Super Soldier,0,0
144,It's hard to kill a killer. Ya know? Read the book. URL,0,0
145,He won’t! He’ll do just like Mitch McConnell and never mention the good that has accomplished.,0,0
146,Can Connecticut get a date if around the Fairfield county *cough BRIDGEPORT cough*. It will be hard to go to New York if people got school,0,0
147,He is delusional.,0,0
148,* Christian Kabasele reveals the secrets behind Watford's perfect start to the Premier League season : Beans are banned at Watford's training ground so Christian Kabasele spills the avocado and quinoa. He is is intelligent.. . URL URL,0,0
149,.... He is so stunning URL,0,0
150,Those are some lucky people on Tulsa! :) Saw this and needed to share with a fellow fan of Levi's jeans. Yet another reason to love our Levi's! URL,0,0
151,Denial is a common defense by liberals. He worked for fusion and with fusion. And Michelle is a tranny I know you don’t like that but it’s true. You can always deny like Obama but the truth explodes out. I pity u for believing the Dems like this how sad. Go find a safe place.,0,0
152,Nanos Poll .........Liberals 41.1 Conservatives 31.4 These numbers should be reversed after all the Trudeau boondoggles. You are destiny is continued opposition.,0,0
153,But mostly just Antifa getting killed.,0,0
154,People who floor cross are opportunistic a-holes that deserve all the backlash they are getting. She should have sat as an independent then joined the conservatives and ran for her spot against other conservative candidates. Just think how you would feel if you won that role.,0,0
155,We need Gun Control Now. We have had too many mass shootings in this country. Thank you President Clinton for leading the way in this. It's great to have real leadership,0,0
156,All you need to know about the importance of the midterms,0,0
157,I am stunned that you are giving this guy airtime. Stunned.,0,0
158,21 things that make Australia a way better country than the US and I don’t even mention gun control URL URL,0,0
159,HE IS THE BEST,0,0
160,And what about s accuser? Or s accuserS? Or do you only believe those that accuse conservatives? Just another elitist Hollywood hypocrite,0,0
161,Cute,0,0
162,This is why I have so little time for liberals and Democrats. Rather than allow democratic process they will deliberately attempt to subvert it to get what they want. Why should anyone believe the claims against Kavanaugh in the face of this. URL,0,0
163,And no one in their infinite wisdom couldn't predict this? Please!,0,0
164,Ron DeSantis' cheesy ass MAGA commercials were cringeworthy.,0,0
165,You are look so damn beautiful in that outfit.,0,0
166,Here's a link to my channel with a plethora of topics to peruse: URL,0,0
167,"Same paint ball range they used for the antifa vs Proudboy"" match last year""",0,0
168,Dont be that guy. Whoops. Too late. You are that guy. Unfollowed...,0,0
169,Your side has AntiFa. You into them? Like violence?,0,0
170,But you are Dreg of society!!,0,0
171,Can't do that. BLM and Antifa morons will start looting,0,0
172,I love you Eric...You are such a good person with a great sense of humor! Haven was my favorite!!,0,0
173,Just imagine if the two million spent on the security for the next royal wedding were allocated elsewhere,0,0
174,Empty headed Ginger Hammer,0,0
175,Culture vs Race in America race trumps culture. Hence President Obama and Tiger are black because of how they appear. Osaka cultural identifies as Japanese therefore she is Japanese. If she stay in America she’ll become black-Japanese because in America we identify people be race,0,0
176,Hopefully this kind of outrageous behavior will motivate Senator Collins to vote FOR the appointment of Judge Kavanaugh. Disgraceful libtards.,0,0
177,Did you want or need a job Maga MAGARallyRules MAGA2020 TrumpSupporters WomenForTrump URL,0,0
178,Andy. Like ur reflex use of cliches n slogans. U must practice a lot. Have u thort of writing for a greeting card company?,0,0
179,Also I do not support antifa in any way. Using violence or intimidation for a political message is the definition of terrorism. Regardless of someone’s beliefs you should not incite violence on people over the belief and they should not do so over you.,0,0
180,"I hope you're also spending energy focusing on antifa and the endless attacks on conservative citizens, cops, journalists, their destruction of property and the strange phenominon of journalists"" ignoring them? Just kidding. Not like you're a real journalist/documentarian.""",0,0
181,Why??? He did Absolutely Nothing wrong. He is the victim and she is the perpetrator!!!,0,0
182,And the United States is 94th in murder rate. Thanks for proving that gun control is useless except for authoritarians.,0,0
183,Socialism and more gun control NO THANKS!,0,0
184,Why? Chairman of Young Conservatives whilst at Oxford.,0,0
185,Enjoy them before those liberals take them white boys down for being white !,0,0
186,Why shouldn’t we be surprised when someone who promotes ANTIFA violence in public is suddenly accused of violence/domestic violence etc?!!?,0,0
187,FOLLOW THE MONEY,0,0
188,Of course Anthony,0,0
189,well do some research and dairy and gluten allergies are major problems with mental health from anxiety and depression to bi polar and schizophrenia.. Its a tough diet but if you are sick of feeling like you are its way worth it,0,0
190,If you look it up it will tell you how they did the study he is right,0,0
191,"She is now going to the neurorealist crowd to complain that she just wants to be inclusive and that the ND community is attacking her for being white"".""",0,0
192,"Just imagine the divorce case if she hadn't murdered him. Your honor, I would like to introduce into evidence the book wherein she details how she is planning to kill me ...""""",0,0
193,Cats are just special dogs,0,0
194,I am not running off so to speak. It’s just how it works. You are all healed. My job is done. It is the way of our world. They are expecting me back. ~ sighs and takes a deep breath before straightening out the non existent wrinkle in my shirt~,0,0
195,Perhaps she is promised position or money?,0,0
196,Sorry you are having issues. Please send an email to feedback with a description of your issue and the email address associated with your account. Thanks.,0,0
197,Banned the NFL,0,0
198,An accusation is not an ambush. The fact that you call it one demonstrates a sickness in your heart and a sickness of today's conservatives.,0,0
199,Flake I lost 17 guys lost let the guy do his job and think of the people instead of your non existent career,0,0
200,I 100% AGREE. The Republicans MUST NOT allow this individual to DICTATE RULES and put the country on HOLD. EF HER!!!! ThursdayMotivation WalkAway MAGA Pussyhats,0,0
201,That's not Southern California. It is considered Central California. Great how our gun control laws work here isn't it?,0,0
202,I don't even understand what you are saying. Wow.,0,0
203,He needs euthanasia,0,0
204,You are my favorite bot ily,0,0
205,“Cause you are taller than me and I always get excited to see you.”,0,0
206,you should probably start reading your Bible hun.,0,0
207,soulmate/ life partner yes ma’am she is!!,0,0
208,So conservatives freak out about coffee cups people kneeling for social injustice Nike shoes Etc I think it's the conservative that needs safe spaces,0,0
209,Yes he is,0,0
210,We all know Liberals' poll is completely a BS.,0,0
211,And let's not forget that the democrats were the ones who wanted to keep slavery alive,0,0
212,What’s shocked me is that they consider themselves seculars !!!! Liberals !!! Those kind of yoga vegan freaks ! But when it’s about occupation they shift to something els ! URL,0,0
213,Conservatives have no class. How is Andy the failed insurance huckster doing these days? URL,0,0
214,she is a Private URL,0,0
215,"Why the world shouldn’t expect America to go back to ‘normal’ after Trump"" URL TCOT MAGA RedNationRising""",0,0
216,Civilians Also I'll admit its hard sometimes when helping Grok 24-7 lol I've been called names I didn't even know existed Example Antifa Grannies Brokeback Valor (WTH is that) Grok Girl Friend (Yep No Shit) Things Frauds will say Thank You Grok (Brother),0,0
217,Levi-StraussDoublesDown on Gun Control Push URL URL,0,0
218,Is it bad that i like Quetsiyah. And thought Amara and Silas deserved it?,0,0
219,First Amendment,0,0
220,Pumped you are back playing. Go win you a ring. Favorite player- BP4-REDS. GO RED SOX 0,0,0
221,5 of 5 stars to You Are a Badass by Jen Sincero URL,0,0
222,Which blood if you like baff in the blood you dun see am. Breez and nips is that you are looking ehen that one you just looked at nao ehen,0,0
223,"Abortion has always been available to those with the money to take care of the problem."" A matter of conscience only seems to matter when convenient for GotOurPiece Party: A conscience clearly absent when it comes to gun control.""",0,0
224,Hope he is feeling much better!!!,0,0
225,Kyle long is fine. I bet he is just getting rest. Please at Brown over Sims.,0,0
226,I do i do buh if u really know me you would know Khabib is my guyyyy. He is gonna make him humble,0,0
227,That's a strange question to ask me because of course I love my sister!! I'm her big brother! I'm there to make sure she is safe and alive!,0,0
228,My brother works at boost he said he hasn’t heard anything,0,0
229,Why did the NDP and Liberals not give Doug Ford a standing ovation? Cause it was “not-worth-standing”,0,0
230,Pre-existing clause is still there. That’s the one good thing about ACA. The only ones I hear talking about taking it away is the liberals. It’s a scare tactic IMO.,0,0
231,"I am trying to make a point. Many people who hate the liberal and ndp party are conservatives. And all conservatives care about is money. They don't have to ruin the environment and discriminate against others because of money""""",0,0
232,"Principled conservatives"" are a rogues gallery of NeverTrumpers who were not at all uncomfortable with the idea of HRC winning the 2016 presidential election. In fact, some of them voted for her.""",0,0
233,The Whole World can see what President Trump has accomplished and Americans by-and-large are extraordinarily proud of the Trump Administration. It makes no difference what the Left and its Mainstream New Media dedicated conartists try and pull on us. We are AWAKE MAGA URL,0,0
234,". Jack Dorsey, to his credit, has openly acknowledged that he has a culture within his company that is hostile to conservatives. Now the question is, what is he going to do about it?"" URL URL",0,0
235,At a community meeting he did not answer the question about gun control. Just skirted around it!,0,0
236,Its not that he can not dye the hair the way he wants it's part of the concept they promote using the haircolors from the music video ...all these things are planned well before hand . And you are leaving the part Jin actually says they don't listen to their company.,0,0
237,That’s because he is a Quack,0,0
238,Don’t forget,0,0
239,Now THIS makes sense. QAnon MAGA WalkAway URL,0,0
240,Tough to say because football manages to appeal to all sides of the spectrum except maybe the far most liberals...(sorry for the rant lol),0,0
241,If I’m not mistaken they were the only affiliate to not be resigned to the Pirates system,0,0
242,You are awfully quiet.,0,0
243,Convincing conservatives (loosely defined) to have this change of mindset is definitively crucial to win. And the change will come regardless anyway...it's just a matter of it it will come before it's already too late.,0,0
244,While for Republicans there's no difference in % of AGW belief between PhDs and college freshmen because conservatives are more open-minded people who are able to question consensus; plus tend to get degrees in more practical fields like eng. instead of airy fairy artsy BS.,0,0
245,Enjoying this Williams &amp; PC crowd tantrum. Karma.,0,0
246,Antifa tell the truth?,0,0
247,Liberals know the truth. Here is an example. Obama's numbers from his presidency. URL,0,0
248,and ban him from the booty,0,0
249,I have quit calling them liberals and I just call them Socialist Democrats.,0,0
250,EVIL MUST BE STOPPED! HE IS A MAJOR PART OF THE SWAMP IN DC! MAGA WWG1WGA DrainTheSwamp QAnons DOWN_WITH_GOVERNMENT_CORRRUPTION,0,0
251,I see Antifa as a war on peaceful assembly,0,0
252,Qanon WWG1WGA MAGA WOW!! Worth watching! URL,0,0
253,remember when antifa was respectable and intimidating?? me neither lmao,0,0
254,"Texas Sen. Cruz Thanks PETA for Its Tofu Push Working in His Favor"" URL TCOT MAGA RedNationRising""",0,0
255,And wouldn't JohnMcCain be proud... Notably read a passage of Scripture at the memorial service but he was not asked to speak his own words Sen McCain likely saw him for what he is once trump took office: a gutless suck-up who's looking for Sessions job! weasel,0,0
256,an adult in the room might get things done. If that happens Liberals will take credit if not Doug will be blamed for sticking his noses inz.,0,0
257,yeah thats true. i really hope you are able to get that time off for daisho.,0,0
258,blocked me also. I don't even know who he is,0,0
259,Welcome back to Parliament : Federal Liberals violated own fundraising rules cdnpoli ethics URL,0,0
260,President Trump's order to declassify FISA docs and text messages just proves he is keeping his campaign promise and working to DrainTheSwamp BREAKING FISADocs Declassified DeepStateCorruption politics MAGA,0,0
261,10. New Gun Control Laws 11. Term Limits 12. Eliminate lifetime salaries for politicians 13. Same medical benefits as any other Federal Employee 14. Federal Holiday on Election Days 15. A review of Presidential powers of pardon,0,0
262,Personally I prefer my anti-fascism in the form of a non-Newtonian fluid. Oobleck antifa!,0,0
263,Also he is not even ACCUSED of rape.,0,0
264,How awesome! Takes pictures! She is such an icon and legend. What a pioneer for women! Enjoy it!,0,0
265,Beto is anti American and believes in open borders and illegals recieving benefits. Texans need to keep our state red!,0,0
266,Super storm Sandy hit the North East. I agree with you though. People here have a bad idea of the east coast and it's pretty cool. The north east gets all 4 seasons at least. We get rain and summer.,0,0
267,If liberals can’t win they will do whatever it takes to obstruct the process.,0,0
268,Evil man. How would YOU know,0,0
269,1) A fetus may or may not become a baby. 1/3 or pregnancies end in miscarriage. If a woman had pregnancy complications that could kill her are Conservatives going to let her dies because the fetus she is carrying has a 2/3 chance surviving?,0,0
270,So you're saying Antifa should have never oppressed the Nazis... gotcha.,0,0
271,Do any Dems/libs have a real job?? They sure have a lot of free time!!,0,0
272,No he is the the bodyguard....,0,0
273,Early Antifa group. Heavily armed but look happy. URL,0,0
274,My nurse friend always looking out for me Yeah it's a bit of a wet cough :/ The doctor I dealt with earlier wouldn't tell me anything and basically threw a prescription for antibiotics at me... which I assume means that he is thinking I possibly have a chest infection?,0,0
275,Alt Right &amp; Antifa are for cowards. Fact TuesdayThoughts URL,0,0
276,She is THE best facts,0,0
277,F him. I would rather watch a Cooking channel! I would have More respect if he led them into Black Genocide Chicago where it would Really Matter. Such left Bulls Blk millionaires who didn’t even come out of their Pools this Summer for Blk Genocide,0,0
278,"I wouldn't say cowardly. She is brave! I mean He"". :)""",0,0
279,LIBERALS will be complaining that his presence hurts recovery in 5 ... 4 ... 3....,0,0
280,ICYMI this desperate attempt by Conservatives to install Kavanaugh while rest of the nation says KavaNOPE. URL,0,0
281,There’s this specific person whose tweets r bugging me since morning .. solo fan I guess ..usko har cheez se problem hai aur use shayad aisa lagta hai Jaise he/she is the nly sensible one,0,0
282,metoo movement only applies to leftist liberals and inner circle democrats. Others need not apply.,0,0
283,She is proud of herself and that is good for motivation when she is doubting herself because probably her Label isnt getting her paid.,0,0
284,"RebekahismOfTheDay WednesdayWisdom Liberals ""Really? Then tell me more about the wage gap.""""",0,0
285,We are not a democratic republic. We have never been a Democratic anything. We have never had Democratic ideology. Nor is this a “new” talking point. We are constantly correcting Democrats/liberals on this.,0,0
286,What was a “child “ doing at a party drinking alcohol???,0,0
287,Ooh but coming from Mr.Rapist We are all the same alias and one person A 55yr old Antifa Granny Go Figure Sept.30th couldn't come anytime sooner isn't that right Brother (Grok) Old toothless will be getting a rude awakening along with his Housewives URL,0,0
288,Ahhh Lurch go back to wind surfing.,0,0
289,Laura Ingraham who followed the Russian-infiltrated NRA's order to attack Parkland victims (who decided to vociferously advocate gun control) and who at the time was vying for Kellyanne *gag* Conway's position,0,0
290,Feinstein refuses to follow protocol re: Kavanaugh situation. That Proves twas a Democrat Bully tactic to Smear the candidate &amp; delay proceedings and/ or get him to Withdraw. Sick of it! WalkAway MAGA URL,0,0
291,Holy shit he's a prophet,0,0
292,Had all but one. Agreed EVERY one of these MAGA patriots is a must follow. Let's do this together for our great nation in 2018! Then repeat in 2020 and 2022!!!,0,0
293,"Conservatives Right we've bought a load of Steam powered Rolling Stock for Brexit Britain, Why not close a few more lines like they did with the Beeching cuts?"" URL",0,0
294,President Trump will post a message 9-20 to our cell phones. Prepping for internet social media block out.,0,0
295,is inciting VIOLENCE towards Twitter Accounts that support POTUS. He has made lists for Antifa and ? Please respond.,0,0
296,You are way off,0,0
297,Not strict enough? So in your world of stricter gun control shall the military go door to door siezing firearms from thos not willing to give them up.?,0,0
298,It's funny how liberals and Democrats work together but fight on Twitter,0,0
299,Just be careful because I got a suspension for using a meme that said gaf once! Mirror ....,0,0
300,Is it an act that DOJ employees are stalking Trump appointees and hitting them with staged protests? Is Maxine Waters part of the plan? Antifa? AG Sessions is not a part of any Plan. He's Stonewalling and protecting the status quo.,0,0
301,I was actually thinking you were joining antifa.,0,0
302,He is part of the problem in the Island...the incompetent on the governor and his work team on accepting and not having answers on every issued is our problem right know. Everything in this island right now is a political issued there are no priorities on human needs...,0,0
303,Classic Liberal projection. Accuse conservatives of what we do,0,0
304,Course in treachery,0,0
305,Funny how liberals dig up ex lovers or fakes when a strong conservative conadidate that will be paced....at this point they have ZERO credibility. ZERO!,0,0
306,Funny- Kerry should know! Right! Standing with our President,0,0
307,Trump hasn't given up anything. He is profiting from his office and basking in the power and attention.,0,0
308,Whatever the rights and wrongs she HAS talked about it and written about it publicly so if she hadn’t sought or received help what are the people around her doing allowing her on such programmes as CBB &amp; LW? I think SHE has the final say and likes the large sums she is offered!,0,0
309,"And not one bit of any of that has anything to do with Trump at all."" - Liberals could care less who was responsible &amp; that the majority of the indictments were people Potus never met that did things while Obama was asleep at the wheel. Facts do not matter to the left.""",0,0
310,Is Beto pro-2A or is he for gun control? Where does he stand?,0,0
311,Democrats plan working!!!,0,0
312,Honestly some tales are just incredible to me I’m surprised I didn’t think about them myself,0,0
313,G this a MAGA ass take,0,0
314,Yessir fam,0,0
315,It’s ok Legatron we know you are the best and will bounce back with a new team!! Keep yo head up URL,0,0
316,Filling the Skies - Chemicals &amp; Frequencies IDoNotConsent WeDoNotConsent OpEvidence opstopchemtrails Chemtrails SkyBastard Geoengineering climatechange SRM Cloudseeding EverGreenAir BigMoney NEXRAD LookUp SilentWarfare WeatherWarfare MAGA potus breakingnews URL,0,0
317,What a stupid incompetent devious and toxic PM! May haven't you forgotten 17.4 million voters? Betray us at your peril! You are eroding faith in democracy + destroying Tory Party! You should go URL,0,0
318,History repeats itself URL,0,0
319,ppl speculate its ab the akb48 produce akimoto and the fact he is a right wing and koreans really dislike him,0,0
320,Louisiana Attorney General Jeff Landry encourages Attorney General JeffSessions to break up BigTech companies like Google and Facebook Nothing is going to happen until we get a new AG in November! MAGA URL,0,0
321,Its unfortunately not as cut and dry as all that. Gun laws vary per state. Even cities. Compare Chicago that has extreme gun control with New York that has almost the same level. Yet Chicago has horrible gun crime and NY not to that extent? Criminals are the problem.,0,0
322,"PPL need to remove the name trump"" &amp; put his shadow unelected administration are doing X Y &amp; Z. As anonymous said they are running the WH. Not taking away from spawns own complicity however if you think he is making decisions alone you are fooling yourself.""",0,0
